decision,reaction ID,genes,spore,mother,name,reaction,reaction_with_names
,PHEt2r,,0,0,L phenylalanine reversible transport via proton symport,h_e + phe__L_e <=> h_c + phe__L_c,H+ + L-Phenylalanine <=> H+ + L-Phenylalanine
,PHYT3,BSU19800,0,0,3 phytase,h2o_c + inoshp_c --> inospp1_c + pi_c,H2O H2O + Myo Inositol hexakisphosphate C6H6O24P6 --> 1D myo inositol 1 3 4 5 6 pentakisphosphate C6H7O21P5 + Phosphate
,PIabc,BSU24970 and BSU24960 and BSU24950 and BSU24980 and BSU24990,0,0,Phosphate transport via ABC system,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,ATP C10H12N5O13P3 + H2O H2O + Phosphate --> ADP C10H12N5O10P2 + H+ + 2.0 Phosphate
,PMANM,BSU09310,0,0,Phosphomannomutase,man1p_c <=> man6p_c,D-Mannose 1-phosphate <=> D-Mannose 6-phosphate
,PMDPHT,,0,1.03E-08,Pyrimidine phosphatase,5aprbu_c + h2o_c --> 4r5au_c + pi_c,5-Amino-6-(5'-phosphoribitylamino)uracil + H2O H2O --> 4-(1-D-Ribitylamino)-5-aminouracil + Phosphate
,PMPK,BSU38020 or BSU11710,0,0,Phosphomethylpyrimidine kinase,4ampm_c + atp_c --> 2mahmp_c + adp_c,4-Amino-2-methyl-5-phosphomethylpyrimidine + ATP C10H12N5O13P3 --> 2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate + ADP C10H12N5O10P2
,PNP,BSU23490 or BSU19630,0,0,Purine nucleoside phosphorylase,pi_c + rnam_c <=> h_c + ncam_c + r1p_c,Phosphate + N Ribosylnicotinamide C11H15N2O5 <=> H+ + Nicotinamide + Alpha-D-Ribose 1-phosphate
,PNTK,BSU23760,0,0,Pantothenate kinase,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,ATP C10H12N5O13P3 + (R)-Pantothenate --> D-4'-Phosphopantothenate + ADP C10H12N5O10P2 + H+
,PPAKr,BSU29470,0,0,Propionate kinase,adp_c + ppap_c <=> atp_c + ppa_c,ADP C10H12N5O10P2 + Propanoyl phosphate <=> ATP C10H12N5O13P3 + Propionate (n-C3:0)
,PPAt6,,0,0,Propionate transport inout via proton symport,h_e + ppa_e <=> h_c + ppa_c,H+ + Propionate (n-C3:0) <=> H+ + Propionate (n-C3:0)
,PPBNGS,BSU28130,0,0,Porphobilinogen synthase,2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c,2.0 5-Amino-4-oxopentanoate --> 2.0 H2O H2O + H+ + Porphobilinogen
,PPCDC,BSU15700,0,0,Phosphopantothenoylcysteine decarboxylase,4ppcys_c + h_c --> co2_c + pan4p_c,N-((R)-4-Phosphopantothenoyl)-L-cysteine + H+ --> CO2 CO2 + Pantetheine 4'-phosphate
,PPCOAC,BSU23920 or BSU18210,0,0,Propionyl-CoA carboxylase,atp_c + hco3_c + ppcoa_c --> adp_c + h_c + mmcoa__S_c + pi_c,ATP C10H12N5O13P3 + Bicarbonate + Propanoyl-CoA --> ADP C10H12N5O10P2 + H+ + (S)-Methylmalonyl-CoA + Phosphate
,PPIabc,,0,0,Diphosphate transport in via ABC system,atp_c + h2o_c + ppi_e --> adp_c + h_c + pi_c + ppi_c,ATP C10H12N5O13P3 + H2O H2O + Diphosphate --> ADP C10H12N5O10P2 + H+ + Phosphate + Diphosphate
,PPNCL,BSU15700,0,0,Phosphopantothenate-cysteine ligase,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cdp_c + h_c + pi_c,D-4'-Phosphopantothenate + CTP C9H12N3O14P3 + L-Cysteine --> N-((R)-4-Phosphopantothenoyl)-L-cysteine + CDP C9H12N3O11P2 + H+ + Phosphate
,PPPGO,BSU10140,0,0,Protoporphyrinogen oxidase (aerobic),1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c,1.5 O2 O2 + Protoporphyrinogen IX --> 3.0 H2O H2O + Protoporphyrin
,PPTT,,0,0,Trans pentaprenyltranstransferase,ipdp_c + pendp_c --> hexdp_c + ppi_c,Isopentenyl diphosphate + All trans Pentaprenyl diphosphate C25H41O7P2 --> All trans Hexaprenyl diphosphate C30H49O7P2 + Diphosphate
,PRO1x,BSU03200,0,0,Proline oxidase  L proline  NAD ,nad_c + pro__L_c --> 1pyr5c_c + 2.0 h_c + nadh_c,Nicotinamide adenine dinucleotide + L-Proline --> 1-Pyrroline-5-carboxylate + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced
,PROLBabc,(BSU02980 and BSU02990 and BSU03000) or (BSU33830 and BSU33820 and BSU33810 and BSU33800),0,0,Proline betaine transport in via ABC system,atp_c + h2o_c + prolb_e --> adp_c + h_c + pi_c + prolb_c,ATP C10H12N5O13P3 + H2O H2O + Proline betaine C7H13NO2 --> ADP C10H12N5O10P2 + H+ + Phosphate + Proline betaine C7H13NO2
,PSER_Dt6,,0,0,D O Phosphoserine transport inout via proton symport,h_e + pser__D_e <=> h_c + pser__D_c,H+ + D-O-Phosphoserine <=> H+ + D-O-Phosphoserine
,PSER_Lt6,,0,0,O Phospho L serine transport in via proton symport,h_e + pser__L_e <=> h_c + pser__L_c,H+ + O-Phospho-L-serine <=> H+ + O-Phospho-L-serine
,PSP_D,BSU04740,0,0,Phosphoserine phosphatase  D serine ,h2o_c + pser__D_c --> pi_c + ser__D_c,H2O H2O + D-O-Phosphoserine --> Phosphate + D-Serine
,PTA2,BSU37660,0,0,Phosphate acetyltransferase,pi_c + ppcoa_c <=> coa_c + ppap_c,Phosphate + Propanoyl-CoA <=> Coenzyme A + Propanoyl phosphate
,PTHPS,BSU13730,0,0,6-pyruvoyltetrahydropterin synthase,ahdt_c --> 6pthp_c + pppi_c,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate --> 6-Pyruvoyl-5,6,7,8-tetrahydropterin + Inorganic triphosphate"
,PTPATi,BSU15020,0,0,Pantetheine-phosphate adenylyltransferase,atp_c + h_c + pan4p_c <=> dpcoa_c + ppi_c,ATP C10H12N5O13P3 + H+ + Pantetheine 4'-phosphate <=> Dephospho-CoA + Diphosphate
,PUNP5,BSU23490 or BSU19630,0,0,Purine-nucleoside phosphorylase (Inosine),ins_c + pi_c <=> hxan_c + r1p_c,Inosine + Phosphate <=> Hypoxanthine + Alpha-D-Ribose 1-phosphate
,PUNP6,BSU19630 or BSU23490,0,0,Purine-nucleoside phosphorylase (Deoxyinosine),din_c + pi_c <=> 2dr1p_c + hxan_c,Deoxyinosine + Phosphate <=> 2-Deoxy-D-ribose 1-phosphate + Hypoxanthine
,PUNP7,BSU23490 or BSU19630,0,0,Purine-nucleoside phosphorylase (Xanthosine),pi_c + xtsn_c <=> r1p_c + xan_c,Phosphate + Xanthosine <=> Alpha-D-Ribose 1-phosphate + Xanthine
,PUNP8,BSU23490 or BSU19630,0,0,Purine nucleoside phosphorylase  nebularine ,h_c + nebari_c + pi_c <=> purine_c + r1p_c,H+ + Nebularine C10H12N4O4 + Phosphate <=> Purine C5H5N4 + Alpha-D-Ribose 1-phosphate
,PURabc1,BSU03070,0,0,Puromycin efflux  via ABC system,atp_c + h2o_c + pur_c --> adp_c + h_c + pi_c + pur_e,ATP C10H12N5O13P3 + H2O H2O + Puromycin C22H30N7O5 --> ADP C10H12N5O10P2 + H+ + Phosphate + Puromycin C22H30N7O5
,PYRIS,BSU00110 and BSU00120,0,0,Pyridoxal 5  phsophate synthase,g3p_c + gln__L_c + r5p_c --> pydx5p_c + unk2_BS_c,Glyceraldehyde 3-phosphate + L-Glutamine + Alpha-D-Ribose 5-phosphate --> Pyridoxal 5'-phosphate + Unknown 2 C5H17O11NP
,PYRt2,BSU28900 and BSU28910,0,0,Pyruvate transport in via proton symport,h_e + pyr_e <=> h_c + pyr_c,H+ + Pyruvate <=> H+ + Pyruvate
,Q23DO,BSU39980,0,0,Quercetin 2 3 dioxygenase,o2_c + quc_c --> 2pcpgc_c + co_c,O2 O2 + Quercetin C15H7O7 --> 2 Protocatechoylphloroglucinolcarboxylate C14H7O8 + Carbon monoxide
,QULNS,BSU27850,0,3.25E-08,Quinolinate synthase,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,Dihydroxyacetone phosphate + Iminoaspartate --> 2.0 H2O H2O + Phosphate + Quinolinate
,RAFFINt2,,0,0,Raffinose transport in via proton symport,h_e + raffin_e --> h_c + raffin_c,H+ + Raffinose C18H32O16 --> H+ + Raffinose C18H32O16
,RAFH,BSU38040,0,0,Raffinose hydrolyzing enzyme,h2o_c + raffin_c --> fru_c + melib_c,H2O H2O + Raffinose C18H32O16 --> D-Fructose + Melibiose C12H22O11
,RBFSa,BSU23270 and BSU23250,0,2.05E-08,Riboflavin synthase,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,"4-(1-D-Ribitylamino)-5-aminouracil + 3,4-dihydroxy-2-butanone 4-phosphate --> 6,7-Dimethyl-8-(1-D-ribityl)lumazine + 2.0 H2O H2O + Phosphate"
,RBFSb,BSU23270 and BSU23250,0,1.03E-08,Riboflavin synthase,2.0 dmlz_c --> 4r5au_c + ribflv_c,"2.0 6,7-Dimethyl-8-(1-D-ribityl)lumazine --> 4-(1-D-Ribitylamino)-5-aminouracil + Riboflavin C17H20N4O6"
,RBK,BSU35920,0,0,Ribokinase,atp_c + rib__D_c <=> adp_c + h_c + r5p_c,ATP C10H12N5O13P3 + D-Ribose <=> ADP C10H12N5O10P2 + H+ + Alpha-D-Ribose 5-phosphate
,RBK_Dr,BSU28790,0,0,D-ribulokinase (D-ribulose),atp_c + rbl__D_c --> adp_c + h_c + ru5p__D_c,ATP C10H12N5O13P3 + D-Ribulose --> ADP C10H12N5O10P2 + H+ + D-Ribulose 5-phosphate
,RBK_L1,BSU28790,0,0,L-ribulokinase (L-ribulose),atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c,ATP C10H12N5O13P3 + L-Ribulose --> ADP C10H12N5O10P2 + H+ + L-Ribulose 5-phosphate
,RBP4E,BSU28780,0,0,L-ribulose-phosphate 4-epimerase,ru5p__L_c <=> xu5p__D_c,L-Ribulose 5-phosphate <=> D-Xylulose 5-phosphate
,RHCYS,,0,0,5 deoxyribos 5 ylhomocysteinase,h2o_c + rhcys_c --> hcys__L_c + rib__D_c,H2O H2O + S-Ribosyl-L-homocysteine --> L-Homocysteine + D-Ribose
,RIBabc,BSU35940 and BSU35960 and BSU35950 and BSU35930,0,0,D-ribose transport via ABC system,atp_c + h2o_c + rib__D_e --> adp_c + h_c + pi_c + rib__D_c,ATP C10H12N5O13P3 + H2O H2O + D-Ribose --> ADP C10H12N5O10P2 + H+ + Phosphate + D-Ribose
,RIBabc1,BSU35940 and BSU35960 and BSU35950 and BSU35930,0,0,D ribose transport out via ABC system,atp_c + h2o_c + rib__D_c --> adp_c + h_c + pi_c + rib__D_e,ATP C10H12N5O13P3 + H2O H2O + D-Ribose --> ADP C10H12N5O10P2 + H+ + Phosphate + D-Ribose
,RIBFLVt2,BSU23050,0,0,Riboflavin transport in via proton symport,h_e + ribflv_e <=> h_c + ribflv_c,H+ + Riboflavin C17H20N4O6 <=> H+ + Riboflavin C17H20N4O6
,RMI,BSU31180,0,0,L-rhamnose isomerase,rmn_c <=> rml_c,L-Rhamnose <=> L-Rhamnulose
,RMK,BSU31200,0,0,Rhamnulokinase,atp_c + rml_c --> adp_c + h_c + rml1p_c,ATP C10H12N5O13P3 + L-Rhamnulose --> ADP C10H12N5O10P2 + H+ + L-Rhamnulose 1-phosphate
,RMNt,,0,0,L-rhamnose transport via proton symport,h_e + rmn_e --> h_c + rmn_c,H+ + L-Rhamnose --> H+ + L-Rhamnose
,RMPA,,0,0,Rhamnulose-1-phosphate aldolase,rml1p_c <=> dhap_c + lald__L_c,L-Rhamnulose 1-phosphate <=> Dihydroxyacetone phosphate + L-Lactaldehyde
,RNDR2,BSU17380 and BSU17390,0,0,Ribonucleoside-diphosphate reductase (GDP),BSU28500-MONOMER + gdp_c --> BSU28500-MONOMER_mod_Oxidized + dgdp_c + h2o_c,Reduced thioredoxin + GDP C10H12N5O11P2 --> Oxidized thioredoxin + DGDP C10H12N5O10P2 + H2O H2O
,RNDR4,BSU17380 and BSU17390,0,0,Ribonucleoside-diphosphate reductase (UDP),BSU28500-MONOMER + udp_c --> BSU28500-MONOMER_mod_Oxidized + dudp_c + h2o_c,Reduced thioredoxin + UDP C9H11N2O12P2 --> Oxidized thioredoxin + DUDP C9H11N2O11P2 + H2O H2O
,S6PG,BSU38560 or BSU40110,0,0,Salicin 6 phosphate glucohydrolase,h2o_c + salcn6p_c --> 2hxmp_c + g6p_c,H2O H2O + Salicin 6-phosphate --> 2  Hydroxymethyl phenol C7H8O2 + D-Glucose 6-phosphate
,SALADC2,,0,0,Sulfinoalanine decarboxylase,Lcyst_c --> co2_c + taur_c,L-Cysteate --> CO2 CO2 + Taurine C2H7NO3S
,SALCpts,BSU39270 and BSU13900 and BSU13910,0,0,Salicin transport via PEP:Pyr PTS,pep_c + salcn_e --> pyr_c + salcn6p_c,Phosphoenolpyruvate + Salicin C13H18O7 --> Pyruvate + Salicin 6-phosphate
,SARCOX,BSU11670,0,0,Sarcosine oxidase,h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c,H2O H2O + O2 O2 + Sarcosine C3H7NO2 --> Formaldehyde + Glycine + Hydrogen peroxide
,SBTD_D2,BSU06150,0,0,D sorbitol dehydrogenase  D fructose producing ,nad_c + sbt__D_c --> fru_c + h_c + nadh_c,Nicotinamide adenine dinucleotide + D-Sorbitol --> D-Fructose + H+ + Nicotinamide adenine dinucleotide - reduced
,SBTt2,BSU06160,0,0,D sorbitol transport in via proton symport,h_e + sbt__D_e --> h_c + sbt__D_c,H+ + D-Sorbitol --> H+ + D-Sorbitol
,SDPDS,BSU19710,0,0,Succinyl-diaminopimelate desuccinylase,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,"H2O H2O + N-Succinyl-LL-2,6-diaminoheptanedioate --> LL-2,6-Diaminoheptanedioate + Succinate"
,SERAT,BSU00930,0,0,Serine O-acetyltransferase,accoa_c + ser__L_c <=> acser_c + coa_c,Acetyl-CoA + L-Serine <=> O-Acetyl-L-serine + Coenzyme A
,SERD_D,BSU23770,0,0,D-serine deaminase,ser__D_c --> nh4_c + pyr_c,D-Serine --> Ammonium + Pyruvate
,SERD_L,BSU15850 and BSU15860,0,0,L-serine deaminase,ser__L_c --> nh4_c + pyr_c,L-Serine --> Ammonium + Pyruvate
,SHCHD2_1,BSU15630,0,0,Sirohydrochlorin dehydrogenase  NAD ,nad_c + shcl_c --> h_c + nadh_c + srch_c,Nicotinamide adenine dinucleotide + Dihydrosirohydrochlorin C42H40N4O16 --> H+ + Nicotinamide adenine dinucleotide - reduced + Sirohydrochlorin C42H38N4O16
,SHCHF_2,BSU15620,0,0,Sirohydrochlorin ferrochetalase,fe2_c + srch_c --> 2.0 h_c + sheme_c,Fe2+ mitochondria + Sirohydrochlorin C42H38N4O16 --> 2.0 H+ + Siroheme C42H36FeN4O16
,SHSL1,BSU11870,0,0,O-succinylhomoserine lyase (L-cysteine),cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,L-Cysteine + O-Succinyl-L-homoserine --> L-Cystathionine + H+ + Succinate
,SHSL3,BSU11870,0,0,O succinylhomoserine lyase  methanethiol ,ch4s_c + suchms_c --> h_c + met__L_c + succ_c,Methanethiol CH4S + O-Succinyl-L-homoserine --> H+ + L-Methionine + Succinate
,SLCYSS,BSU00730 or BSU11870,0,0,O-acetyl-L-serine sulfhydrylase,acser_c + tsul_c --> ac_c + scys__L_c,O-Acetyl-L-serine + Thiosulfate --> Acetate + S-Sulfo-L-cysteine
,SORD_D,,0,0,D sorbitol dehydrogenase,fad_c + sbt__D_c <=> fadh2_c + srb__L_c,Flavin adenine dinucleotide oxidized + D-Sorbitol <=> Flavin adenine dinucleotide reduced + L Sorbose C6H12O6
,SPMDAT1,BSU26600,0,0,Spermidine acetyltransferase,accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c,Acetyl-CoA + Spermidine --> N1-Acetylspermidine + Coenzyme A + H+
,SPMDAT3,BSU26600,0,0,Spermidine acetyltransferase  spermine ,2.0 accoa_c + sprm_c --> 2.0 coa_c + diasprm_c + 2.0 h_c,2.0 Acetyl-CoA + Spermine C10H30N4 --> 2.0 Coenzyme A + N1 N12 Diacetylspermine C14H32N4O2 + 2.0 H+
,SPMDt3i,BSU26590,0,0,Spermidine transport in via proton antiport,h_c + spmd_e <-- h_e + spmd_c,H+ + Spermidine <-- H+ + Spermidine
,SPMS,BSU37500,0,0,Spermidine synthase,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c,S-Adenosylmethioninamine + Putrescine --> 5-Methylthioadenosine + H+ + Spermidine
,SPODM,BSU25020,0,0,Superoxide dismutase,2.0 h_c + 2.0 o2s_c <=> h2o2_c + o2_c,2.0 H+ + 2.0 Superoxide anion <=> Hydrogen peroxide + O2 O2
,SPRMS,BSU37500,0,0,Spermine synthase,ametam_c + spmd_c --> 5mta_c + h_c + sprm_c,S-Adenosylmethioninamine + Spermidine --> 5-Methylthioadenosine + H+ + Spermine C10H30N4
,SRB_Lt,,0,0,L sorbose reversible transport,srb__L_e <=> srb__L_c,L Sorbose C6H12O6 <=> L Sorbose C6H12O6
,SSALy,BSU03910,0,0,Succinate-semialdehyde dehydrogenase (NADP),h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,H2O H2O + Nicotinamide adenine dinucleotide phosphate + Succinic semialdehyde --> 2.0 H+ + Nicotinamide adenine dinucleotide phosphate - reduced + Succinate
,SUCBZL,BSU30790,0,0,O-succinylbenzoate-CoA ligase,atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c,ATP C10H12N5O13P3 + Coenzyme A + O-Succinylbenzoate --> AMP C10H12N5O7P + Diphosphate + O-Succinylbenzoyl-CoA
,SUCBZS,BSU30780,0,0,O-succinylbenzoate-CoA synthase,2shchc_c --> h2o_c + sucbz_c,"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate --> H2O H2O + O-Succinylbenzoate"
,SUCCt2r,BSU07570 or BSU04470,0,0,Succinate transport via proton symport,h_e + succ_e <=> h_c + succ_c,H+ + Succinate <=> H+ + Succinate
,SUCpts,(BSU13900 and BSU13910 and BSU38050) or (BSU13900 and BSU13910 and BSU01680),0,0,Sucrose transport via PEP:Pyr PTS,pep_c + sucr_e --> pyr_c + suc6p_c,Phosphoenolpyruvate + Sucrose C12H22O11 --> Pyruvate + Sucrose 6-phosphate
,SUCR,BSU34560,0,0,Sucrose hydrolyzing enzyme,h2o_c + sucr_c --> fru_c + glc__D_c,H2O H2O + Sucrose C12H22O11 --> D-Fructose + D-Glucose
,SULAabc,BSU08840 and BSU08830 and BSU08850,0,0,Sulfoacetate transport via ABC system,atp_c + h2o_c + sula_e --> adp_c + h_c + pi_c + sula_c,ATP C10H12N5O13P3 + H2O H2O + Sulfoacetate C2H2O5S --> ADP C10H12N5O10P2 + H+ + Phosphate + Sulfoacetate C2H2O5S
,TAGURr,BSU12380,0,0,Tagaturonate reductase,altrn_c + nad_c <=> h_c + nadh_c + tagur_c,D-Altronate + Nicotinamide adenine dinucleotide <=> H+ + Nicotinamide adenine dinucleotide - reduced + D-Tagaturonate
,TARTDC,BSU04000,0,0,Tartrate decarboxylase,h_c + tartr__L_c --> co2_c + glyc__R_c,H+ + L-tartrate --> CO2 CO2 + (R)-Glycerate
,TARTRDH,BSU04000,0,0,Tartrate dehydrogenase,nad_c + tartr__L_c <=> h_c + nadh_c + oxglyc_c,Nicotinamide adenine dinucleotide + L-tartrate <=> H+ + Nicotinamide adenine dinucleotide - reduced + Oxaloglycolate C4H2O6
,TARTRDH2,BSU04000,0,0,Tartrate dehydrogenase,nad_c + tartr__M_c <=> h_c + nadh_c + oxglyc_c,Nicotinamide adenine dinucleotide + Meso Tartaric acid C4H4O6 <=> H+ + Nicotinamide adenine dinucleotide - reduced + Oxaloglycolate C4H2O6
,TAURabc,BSU08840 and BSU08830 and BSU08850,0,0,Taurine transport via ABC system,atp_c + h2o_c + taur_e --> adp_c + h_c + pi_c + taur_c,ATP C10H12N5O13P3 + H2O H2O + Taurine C2H7NO3S --> ADP C10H12N5O10P2 + H+ + Phosphate + Taurine C2H7NO3S
,TEICH45,BSU35609 and BSU35600 and BSU35590 and BSU35570 and BSU35550 and BSU35540,0,0,Teichuronic acid  n45   unlinked  GalNAc GlcA repeated,45.0 uacgala_c + 45.0 udpglcur_c <=> 45.0 h_c + teich_45_BS_c + 45.0 udp_c + 45.0 ump_c,45.0 UDP N acetyl D galactosamine C17H25N3O17P2 + 45.0 UDP-D-glucuronate <=> 45.0 H+ + Teichuronic acid  GlcA  GalNac  45 repeating unit  C630H945N45O630P45 + 45.0 UDP C9H11N2O12P2 + 45.0 UMP C9H11N2O9P
,TGBPA,,0,0,Tagatose-bisphosphate aldolase,tagdp__D_c <=> dhap_c + g3p_c,"D-Tagatose 1,6-biphosphate <=> Dihydroxyacetone phosphate + Glyceraldehyde 3-phosphate"
,THIOGabc,,0,0,Thioglycolate transport via ABC system,atp_c + h2o_c + thiog_e --> adp_c + h_c + pi_c + thiog_c,ATP C10H12N5O13P3 + H2O H2O + Thioglycolate C2H3O2S --> ADP C10H12N5O10P2 + H+ + Phosphate + Thioglycolate C2H3O2S
,THMt6,,0,0,Thymine transport inout via proton symport,h_e + thym_e <=> h_c + thym_c,H+ + Thymine C5H6N2O2 <=> H+ + Thymine C5H6N2O2
,THRD,BSU16990,0,0,L-threonine dehydrogenase,nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c,Nicotinamide adenine dinucleotide + L-Threonine --> L-2-Amino-3-oxobutanoate + H+ + Nicotinamide adenine dinucleotide - reduced
,TMDK1,BSU37060,0,0,Thymidine kinase (ATP:thymidine),atp_c + thymd_c --> adp_c + dtmp_c + h_c,ATP C10H12N5O13P3 + Thymidine C10H14N2O5 --> ADP C10H12N5O10P2 + DTMP C10H13N2O8P + H+
,TMN,BSU11650,0,0,Thiaminase,h2o_c + thm_c --> 4ahmmp_c + 4mhetz_c + h_c,H2O H2O + Thiamin --> 4-Amino-5-hydroxymethyl-2-methylpyrimidine + 4-Methyl-5-(2-hydroxyethyl)-thiazole + H+
,TMPHi,,0,0,Trimetaphosphate hydrolase,h2o_c + tmp_c --> h_c + pppi_c,H2O H2O + Trimetaphosphate P3O9 --> H+ + Inorganic triphosphate
,TMPK,BSU05900,0,0,Thiamine-phosphate kinase,atp_c + thmmp_c --> adp_c + thmpp_c,ATP C10H12N5O13P3 + Thiamin monophosphate --> ADP C10H12N5O10P2 + Thiamine diphosphate
,TMPPP,BSU38290,0,0,Thiamine-phosphate diphosphorylase,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate + 4-Methyl-5-(2-phosphoethyl)-thiazole + H+ --> Diphosphate + Thiamin monophosphate
,TMPt6,,0,0,TMP transport inout via proton symport,h_e + tmp_e <=> h_c + tmp_c,H+ + Trimetaphosphate P3O9 <=> H+ + Trimetaphosphate P3O9
,TRE6PH,BSU07810,0,0,Trehalose-6-phosphate hydrolase,h2o_c + tre6p_c --> g6p_c + glc__D_c,"H2O H2O + Alpha,alpha'-Trehalose 6-phosphate --> D-Glucose 6-phosphate + D-Glucose"
,TREpts,BSU13900 and BSU13910 and BSU07800,0,0,Trehalose transport via PEP:Pyr PTS,pep_c + tre_e --> pyr_c + tre6p_c,"Phosphoenolpyruvate + Trehalose --> Pyruvate + Alpha,alpha'-Trehalose 6-phosphate"
,TRPAS1,BSU27250,0,0,Tryptophanase  L cysteine ,cys__L_c + h2o_c --> h2s_c + h_c + nh4_c + pyr_c,L-Cysteine + H2O H2O --> Hydrogen sulfide + H+ + Ammonium + Pyruvate
,UDPGD,BSU35580,0,0,UDPglucose 6-dehydrogenase,h2o_c + 2.0 nad_c + udpg_c <=> 3.0 h_c + 2.0 nadh_c + udpglcur_c,H2O H2O + 2.0 Nicotinamide adenine dinucleotide + UDPglucose <=> 3.0 H+ + 2.0 Nicotinamide adenine dinucleotide - reduced + UDP-D-glucuronate
,UGLYCH,,0,0,Ureidoglycolate hydrolase,h2o_c + 2.0 h_c + urdglyc_c <=> co2_c + glx_c + 2.0 nh4_c,H2O H2O + 2.0 H+ + (-)-Ureidoglycolate <=> CO2 CO2 + Glyoxylate + 2.0 Ammonium
,UNK5,BSU13580,0,0,2 keto 4 methylthiobutyrate transamination,2kmb_c + asp__L_c --> met__L_c + oaa_c,2-keto-4-methylthiobutyrate + L-Aspartate --> L-Methionine + Oxaloacetate
,UPP3MT_2,BSU03280 or BSU15610,0,0,Uroporphyrinogen methyltransferase,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + 2.0 h_c + shcl_c,2.0 S-Adenosyl-L-methionine + Uroporphyrinogen III --> 2.0 S-Adenosyl-L-homocysteine + 2.0 H+ + Dihydrosirohydrochlorin C42H40N4O16
,UPP3S,BSU28140,0,0,Uroporphyrinogen-III synthase,hmbil_c --> h2o_c + uppg3_c,Hydroxymethylbilane --> H2O H2O + Uroporphyrinogen III
,UPPDC1,BSU10120,0,0,Uroporphyrinogen decarboxylase (uroporphyrinogen III),4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c,4.0 H+ + Uroporphyrinogen III --> 4.0 CO2 CO2 + Coproporphyrinogen III
,UPPRT,BSU36890,0,0,Uracil phosphoribosyltransferase,prpp_c + ura_c --> ppi_c + ump_c,5-Phospho-alpha-D-ribose 1-diphosphate + Uracil --> Diphosphate + UMP C9H11N2O9P
,URAt2,BSU15480 or BSU36470,0,0,Uracil transport in via proton symport,h_e + ura_e <=> h_c + ura_c,H+ + Uracil <=> H+ + Uracil
,URATEt_1,BSU32440 or BSU32430,0,0,Urate permease,h_e + urate_e --> h_c + urate_c,H+ + Urate C5H4N4O3 --> H+ + Urate C5H4N4O3
,URCN,BSU39360,0,0,Urocanase,h2o_c + urcan_c --> 4izp_c,H2O H2O + Urocanate C6H5N2O2 --> 4-Imidazolone-5-propanoate
,UREA,BSU36660 and BSU36650 and BSU36640,0,0,Urease,h2o_c + 2.0 h_c + urea_c --> co2_c + 2.0 nh4_c,H2O H2O + 2.0 H+ + Urea CH4N2O --> CO2 CO2 + 2.0 Ammonium
,UREAt,,0,0,Urea transport via facilitate diffusion,urea_e <=> urea_c,Urea CH4N2O <=> Urea CH4N2O
,URIC,BSU32450 or BSU32460,0,0,Uricase,2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c,2.0 H2O H2O + O2 O2 + Urate C5H4N4O3 --> Allantoin + CO2 CO2 + Hydrogen peroxide
,URIDK2r_copy1,BSU22890 or BSU16510,0,0,Uridylate kinase (dUMP),atp_c + dump_c --> adp_c + dudp_c,ATP C10H12N5O13P3 + DUMP C9H11N2O8P --> ADP C10H12N5O10P2 + DUDP C9H11N2O11P2
,URIDK2r_copy2,BSU00280,0,0,Uridylate kinase (dUMP),atp_c + dump_c <=> adp_c + dudp_c,ATP C10H12N5O13P3 + DUMP C9H11N2O8P <=> ADP C10H12N5O10P2 + DUDP C9H11N2O11P2
,URIK1,BSU27330,0,0,Uridine kinase  ATPUridine ,atp_c + uri_c --> adp_c + h_c + ump_c,ATP C10H12N5O13P3 + Uridine --> ADP C10H12N5O10P2 + H+ + UMP C9H11N2O9P
,URIK2,BSU27330,0,0,Uridine kinase (GTP:Uridine),gtp_c + uri_c --> gdp_c + h_c + ump_c,GTP C10H12N5O14P3 + Uridine --> GDP C10H12N5O11P2 + H+ + UMP C9H11N2O9P
